age,interest,pid,sex,race
22,2,Democrat,Female,White
59,3,Independent,Male,White
42,2,Repubican,Female,White
37,2,Repubican,Male,White
83,3,Democrat,Female,White
37,1,Independent,Male,White
57,4,Independent,Male,White
50,1,Repubican,Male,White
81,1,Democrat,Female,White
27,2,Repubican,Female,White
29,1,Repubican,Female,White
46,4,Independent,Female,White
67,4,Independent,Female,White
56,3,Repubican,Female,White
71,3,Independent,Male,White
36,3,Repubican,Female,White
19,2,Independent,Female,White
50,3,Democrat,Female,Non-Whte
75,4,Democrat,Male,Non-Whte
68,2,Democrat,Female,White
50,1,Democrat,Male,Non-Whte
20,1,Democrat,Female,White
67,2,Repubican,Female,White
51,1,Repubican,Male,White
50,2,Repubican,Male,White
74,2,Independent,Male,White
60,4,Democrat,Male,Non-Whte
57,1,Democrat,Male,White
73,1,Repubican,Male,White
34,2,Democrat,Female,White
22,2,Repubican,Female,White
37,1,Repubican,Male,White
63,1,Democrat,Female,White
44,1,Independent,Female,White
44,4,Independent,Male,White
64,3,Democrat,Male,Non-Whte
54,4,Independent,Female,White
71,1,Independent,Male,White
72,1,Democrat,Female,Non-Whte
50,1,Independent,Male,White
20,3,Democrat,Female,Non-Whte
82,1,Repubican,Female,White
24,3,Democrat,Male,Non-Whte
31,3,Democrat,Female,Non-Whte
30,2,Democrat,Female,Non-Whte
61,1,Repubican,Male,White
71,1,Independent,Male,Non-Whte
55,2,Democrat,Male,Non-Whte
38,1,Repubican,Male,Non-Whte
65,2,Democrat,Male,Non-Whte
84,1,Democrat,Female,Non-Whte
62,1,Independent,Male,White
36,2,Democrat,Female,White
47,3,Independent,Male,Non-Whte
21,2,Repubican,Male,White
57,2,Democrat,Female,Non-Whte
50,1,Democrat,Female,Non-Whte
47,2,Independent,Male,Non-Whte
42,2,Independent,Female,White
50,1,Repubican,Male,White
38,1,Independent,Male,White
60,1,Repubican,Female,White
41,1,Repubican,Female,White
50,1,Repubican,Female,White
45,2,Repubican,Female,White
38,2,Repubican,Female,White
29,1,Repubican,Female,White
53,1,Democrat,Female,Non-Whte
63,1,Repubican,Male,White
50,1,Democrat,Male,Non-Whte
85,NA,Independent,Female,White
39,1,Democrat,Female,Non-Whte
34,1,Repubican,Male,White
67,1,Independent,Female,White
80,4,Democrat,Male,White
68,2,Independent,Female,White
25,2,Democrat,Female,Non-Whte
31,2,Independent,Male,White
41,1,Repubican,Male,White
65,2,Repubican,Male,White
39,1,Repubican,Male,White
23,4,Independent,Male,Non-Whte
35,1,Repubican,Male,White
48,3,Independent,Female,Non-Whte
66,1,Repubican,Male,White
41,1,Democrat,Female,Non-Whte
25,1,Democrat,Female,White
34,2,Democrat,Female,Non-Whte
71,NA,Democrat,Female,White
38,2,Democrat,Male,Non-Whte
75,1,Repubican,Male,White
69,1,Repubican,Male,White
36,1,Repubican,Male,White
18,1,Democrat,Male,Non-Whte
41,1,Repubican,Female,White
18,4,Democrat,Male,Non-Whte
55,1,Democrat,Female,Non-Whte
72,1,Democrat,Female,White
75,1,Independent,Female,White
62,1,Independent,Female,White
34,4,Independent,Female,White
30,3,Independent,Male,White
64,1,Repubican,Female,White
51,1,Independent,Male,White
36,2,Democrat,Female,White
29,3,Independent,Male,Non-Whte
130,4,Democrat,Female,Non-Whte
78,1,Repubican,Female,White
34,3,Independent,Male,White
54,1,Repubican,Female,White
130,1,Independent,Female,White
130,1,Independent,Female,White
45,3,Democrat,Female,Non-Whte
21,4,Independent,Male,White
18,2,Independent,Male,White
40,1,Repubican,Female,White
43,1,Repubican,Male,White
19,1,Independent,Female,White
34,1,Repubican,Male,Non-Whte
24,2,Independent,Male,White
50,2,Independent,Female,White
50,1,Independent,Male,Non-Whte
59,1,Repubican,Male,White
59,1,Independent,Male,White
20,3,Independent,Male,Non-Whte
86,1,Repubican,Male,White
27,1,Democrat,Female,White
80,2,Independent,Male,White
61,1,Repubican,Female,White
44,2,Democrat,Female,White
30,3,Democrat,Female,White
59,1,Repubican,Male,Non-Whte
41,1,Democrat,Female,White
37,3,Independent,Female,White
18,4,Democrat,Male,Non-Whte
48,1,Independent,Male,White
61,2,Democrat,Female,White
42,2,Independent,Male,White
40,1,Democrat,Female,White
71,1,Democrat,Male,White
45,1,Independent,Male,Non-Whte
88,2,Democrat,Female,White
52,4,Repubican,Female,White
33,1,Democrat,Female,White
54,1,Democrat,Male,White
50,1,Independent,Female,White
36,1,Repubican,Male,White
65,1,Independent,Female,White
43,1,Repubican,Female,White
70,1,Democrat,Female,Non-Whte
46,1,Democrat,Female,Non-Whte
63,4,Democrat,Male,Non-Whte
57,1,Repubican,Female,White
130,1,Democrat,Female,White
38,1,Independent,Female,White
46,2,Democrat,Female,White
56,1,Independent,Male,White
43,3,Independent,Female,White
53,1,Independent,Male,White
59,1,Repubican,Female,White
35,2,Repubican,Female,White
83,1,Democrat,Male,White
26,4,Democrat,Male,White
52,2,Independent,Female,White
26,2,Democrat,Female,White
45,2,Independent,Male,White
34,1,Repubican,Male,White
60,1,Independent,Female,White
47,1,Repubican,Male,White
80,1,Repubican,Female,White
30,1,Independent,Male,White
50,1,Repubican,Female,White
57,1,Repubican,Female,White
27,2,Repubican,Female,White
58,1,Democrat,Female,White
85,1,Independent,Female,White
62,4,Democrat,Male,White
46,1,Independent,Male,White
82,1,Democrat,Female,White
70,1,Independent,Female,White
39,2,Independent,Female,White
47,2,Independent,Male,White
31,1,Independent,Male,White
61,1,Democrat,Male,White
19,1,Repubican,Male,White
32,1,Independent,Male,White
57,1,Repubican,Female,White
35,4,Independent,Female,White
56,2,Repubican,Male,White
72,1,Repubican,Male,White
82,1,Independent,Female,White
74,1,Repubican,Female,White
26,1,Democrat,Female,Non-Whte
54,1,Repubican,Male,White
19,1,Democrat,Male,Non-Whte
22,2,Independent,Female,White
77,1,Repubican,Female,White
56,2,Democrat,Female,White
71,1,Democrat,Male,White
70,1,Independent,Female,White
54,1,Repubican,Male,White
33,4,Independent,Male,White
43,1,Democrat,Female,White
75,1,Independent,Female,White
55,1,Repubican,Male,Non-Whte
52,1,Democrat,Male,White
30,2,Repubican,Female,White
58,1,Repubican,Male,White
48,1,Democrat,Female,White
78,1,Independent,Female,White
35,2,Repubican,Female,White
82,1,Independent,Male,White
69,1,Repubican,Female,White
41,1,Democrat,Female,White
23,1,Independent,Female,Non-Whte
35,1,Repubican,Male,White
19,2,Independent,Female,White
44,2,Independent,Female,White
30,2,Independent,Male,White
45,2,Independent,Female,White
72,1,Democrat,Male,White
72,1,Repubican,Female,White
62,1,Independent,Female,White
57,1,Independent,Male,White
44,1,Repubican,Female,White
18,1,Independent,Male,Non-Whte
130,1,Independent,Female,White
84,1,Independent,Female,White
55,1,Repubican,Female,White
66,1,Independent,Male,Non-Whte
62,1,Independent,Female,White
65,NA,Independent,Male,White
69,2,Independent,Male,White
41,2,Democrat,Male,White
42,1,Repubican,Female,White
28,1,Independent,Female,Non-Whte
28,3,Repubican,Female,White
66,2,Independent,Female,White
50,1,Independent,Male,White
46,1,Repubican,Female,White
72,1,Independent,Male,White
53,1,Repubican,Female,White
67,2,Repubican,Female,White
45,2,Independent,Female,White
40,4,Independent,Male,White
36,4,Independent,Male,White
63,4,Democrat,Male,White
27,2,Repubican,Male,White
62,2,Democrat,Female,White
62,1,Repubican,Male,White
46,1,Repubican,Male,White
45,3,Independent,Female,White
18,3,Independent,Female,Non-Whte
33,2,Independent,Female,White
19,3,Independent,Male,White
31,2,Repubican,Female,White
42,1,Independent,Male,White
78,1,Democrat,Female,White
28,1,Repubican,Female,White
46,2,Repubican,Male,White
27,2,Independent,Female,White
53,1,Independent,Female,White
48,1,Repubican,Male,White
43,1,Independent,Male,White
45,1,Independent,Male,White
28,3,Democrat,Female,White
23,1,Democrat,Male,Non-Whte
18,2,Democrat,Male,Non-Whte
50,1,Democrat,Female,White
51,1,Democrat,Female,White
46,2,Democrat,Male,White
62,2,Democrat,Male,White
45,1,Democrat,Female,White
130,3,Democrat,Female,White
57,1,Independent,Female,White
59,2,Repubican,Male,White
58,1,Democrat,Male,White
73,1,Democrat,Male,White
60,3,Independent,Female,Non-Whte
18,2,Democrat,Female,Non-Whte
49,3,Independent,Female,White
57,1,Repubican,Female,White
24,1,Repubican,Female,White
50,1,Independent,Male,Non-Whte
57,1,Repubican,Female,White
43,1,Democrat,Female,White
49,3,Repubican,Female,White
65,2,Independent,Male,White
48,1,Independent,Female,White
67,1,Democrat,Female,White
54,1,Democrat,Female,White
53,3,Independent,Male,White
